ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13206924,JG419550,09/06/2023 02:30:00 PM,013XX W SUNNYSIDE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1913,019,46,3,08B,1166233,1929992,2023,09/14/2023 03:43:09 PM,41.963478472,-87.664201385,"(41.963478472, -87.664201385)"
13201730,JG413710,09/06/2023 01:00:00 PM,028XX W FULTON ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,false,false,1222,012,27,27,26,1157508,1901884,2023,09/14/2023 03:43:09 PM,41.886530514,-87.697047165,"(41.886530514, -87.697047165)"
13201227,JG413021,09/06/2023 03:24:00 AM,060XX S LA SALLE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0311,003,20,68,06,1176338,1864934,2023,09/14/2023 03:43:09 PM,41.784732839,-87.629011797,"(41.784732839, -87.629011797)"
13207672,JG420678,09/06/2023 01:00:00 AM,085XX S VERNON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0632,006,6,44,07,1180845,1848509,2023,09/14/2023 03:43:09 PM,41.739558418,-87.612991694,"(41.739558418, -87.612991694)"
13202617,JG413500,09/06/2023 11:52:00 AM,084XX S KOLMAR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0834,008,18,70,08A,1147358,1848376,2023,09/14/2023 03:43:09 PM,41.739897121,-87.735687345,"(41.739897121, -87.735687345)"
13202728,JG413475,09/06/2023 11:00:00 AM,062XX W BERENICE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),false,false,1633,016,38,17,08A,1134011,1924941,2023,09/14/2023 03:43:09 PM,41.95024738,-87.782791674,"(41.95024738, -87.782791674)"
13202355,JG414318,09/06/2023 11:29:00 PM,026XX W ADAMS ST,0650,BURGLARY,HOME INVASION,APARTMENT,false,true,1125,011,27,27,05,1158810,1898926,2023,09/14/2023 03:43:09 PM,41.878386896,-87.692347019,"(41.878386896, -87.692347019)"
13203667,JG413150,09/06/2023 04:00:00 AM,045XX S DREXEL BLVD,0810,THEFT,OVER $500,APARTMENT,false,true,0221,002,4,39,06,1182956,1875062,2023,09/14/2023 03:43:09 PM,41.812373584,-87.604432822,"(41.812373584, -87.604432822)"
13201711,JG413668,09/06/2023 01:10:00 PM,026XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1222,012,27,27,14,1158642,1900581,2023,09/14/2023 03:43:09 PM,41.882931813,-87.692918534,"(41.882931813, -87.692918534)"
13202956,JG415118,09/06/2023 08:00:00 PM,042XX N BROADWAY,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,1915,019,46,3,07,1169125,1928512,2023,09/14/2023 03:43:09 PM,41.959354838,-87.653611694,"(41.959354838, -87.653611694)"
13208634,JG421577,09/07/2023 12:00:00 AM,079XX S CARPENTER ST,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,APARTMENT,false,true,0612,006,17,71,11,1170692,1852164,2023,09/14/2023 03:43:09 PM,41.74981542,-87.650084246,"(41.74981542, -87.650084246)"
13203114,JG415205,09/06/2023 04:30:00 PM,030XX N KEATING AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2521,025,31,19,08A,1144191,1919806,2023,09/14/2023 03:43:09 PM,41.935970935,-87.745499907,"(41.935970935, -87.745499907)"
13202248,JG414266,09/06/2023 10:07:00 PM,080XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,true,0631,006,8,44,08A,1183302,1851778,2023,09/14/2023 03:43:09 PM,41.748472119,-87.603888197,"(41.748472119, -87.603888197)"
13201954,JG414108,09/06/2023 02:30:00 PM,011XX N LAWLER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1531,015,37,25,08A,1142488,1907148,2023,09/14/2023 03:43:09 PM,41.901267916,-87.752073955,"(41.901267916, -87.752073955)"
13206420,JG415707,09/06/2023 11:00:00 PM,056XX S DORCHESTER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0235,002,5,41,06,1186508,1867971,2023,09/14/2023 03:43:09 PM,41.792831954,-87.591628734,"(41.792831954, -87.591628734)"
13201841,JG413676,09/06/2023 02:30:00 PM,106XX S VINCENNES AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,CAR WASH,true,false,2212,022,19,72,26,1168582,1834195,2023,09/14/2023 03:43:09 PM,41.700551523,-87.658332506,"(41.700551523, -87.658332506)"
13202710,JG414830,09/06/2023 11:00:00 PM,005XX E 33RD PL,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0211,002,4,35,06,1180708,1882808,2023,09/14/2023 03:43:09 PM,41.83368122,-87.612439993,"(41.83368122, -87.612439993)"
13201574,JG413080,09/06/2023 06:40:00 AM,005XX W LAKE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0121,001,34,28,06,1172491,1901698,2023,09/14/2023 03:43:09 PM,41.885702079,-87.642031644,"(41.885702079, -87.642031644)"
13204290,JG416723,09/06/2023 08:20:00 PM,003XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,0114,001,42,32,06,1177245,1902400,2023,09/14/2023 03:43:09 PM,41.887521986,-87.624552898,"(41.887521986, -87.624552898)"
13202901,JG415041,09/06/2023 07:00:00 PM,049XX S PRINCETON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0935,009,20,37,07,1175122,1872199,2023,09/14/2023 03:43:09 PM,41.804695984,-87.633253215,"(41.804695984, -87.633253215)"
13209652,JG422102,09/04/2023 09:00:00 PM,017XX W DIVISION ST,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),false,false,1213,012,1,24,06,1164759,1908050,2023,11/04/2023 03:40:18 PM,41.903299855,-87.670244719,"(41.903299855, -87.670244719)"
13202199,JG414249,09/06/2023 09:30:00 PM,059XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0232,002,20,40,08B,1178171,1865740,2023,09/14/2023 03:43:09 PM,41.786903184,-87.622266865,"(41.786903184, -87.622266865)"
13201610,JG413521,09/06/2023 12:40:00 PM,011XX W 17TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),false,true,1235,012,25,31,04A,1169043,1891896,2023,09/14/2023 03:43:09 PM,41.858880162,-87.654977778,"(41.858880162, -87.654977778)"
13202220,JG414253,09/06/2023 09:57:00 PM,006XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1132,011,24,26,15,1149820,1896986,2023,09/14/2023 03:43:09 PM,41.873242815,-87.725407013,"(41.873242815, -87.725407013)"
13203161,JG415092,09/06/2023 01:00:00 PM,003XX E 71ST ST,0810,THEFT,OVER $500,STREET,false,false,0322,003,6,69,06,1179379,1858006,2023,09/14/2023 03:43:09 PM,41.765652804,-87.618073574,"(41.765652804, -87.618073574)"
13202508,JG414545,09/06/2023 04:00:00 PM,049XX S BLACKSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14,1186758,1872618,2023,09/14/2023 03:43:09 PM,41.805577741,-87.590564785,"(41.805577741, -87.590564785)"
13208005,JG421114,09/05/2023 03:00:00 PM,023XX W GRAND AVE,1200,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,COMMERCIAL / BUSINESS OFFICE,false,false,1221,012,36,24,13,1160563,1903417,2023,09/14/2023 03:41:59 PM,41.89067449,-87.685785948,"(41.89067449, -87.685785948)"
13208105,JG421230,08/21/2023 09:40:00 AM,060XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2433,024,48,77,08A,1168537,1940249,2023,09/14/2023 03:41:59 PM,41.99157427,-87.655431953,"(41.99157427, -87.655431953)"
13201796,JG413762,09/06/2023 08:00:00 AM,004XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1123,011,27,23,14,1152975,1902645,2023,09/14/2023 03:43:09 PM,41.888709801,-87.713673374,"(41.888709801, -87.713673374)"
13201668,JG413585,09/06/2023 11:00:00 AM,056XX N ROCKWELL ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2011,020,40,2,05,1157988,1937276,2023,09/14/2023 03:43:09 PM,41.983638813,-87.694315735,"(41.983638813, -87.694315735)"
13201284,JG413014,09/06/2023 02:00:00 AM,009XX W BELMONT AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1924,019,44,6,08B,1169236,1921430,2023,09/14/2023 03:43:09 PM,41.939919138,-87.653410162,"(41.939919138, -87.653410162)"
13202926,JG414611,09/06/2023 06:00:00 PM,014XX E 49TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14,1186641,1872794,2023,09/14/2023 03:43:09 PM,41.806063471,-87.590988314,"(41.806063471, -87.590988314)"
13209468,JG422994,08/27/2013 12:00:00 AM,087XX S BURLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0424,004,10,46,11,,,2013,09/14/2023 03:43:09 PM,,,
13203207,JG415445,09/06/2023 08:30:00 AM,074XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,2422,024,49,1,08B,1165707,1949739,2023,09/14/2023 03:43:09 PM,42.017676014,-87.665569188,"(42.017676014, -87.665569188)"
13203424,JG415190,09/06/2023 10:00:00 PM,045XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0221,002,4,38,08B,1181913,1875055,2023,09/14/2023 03:43:09 PM,41.812378587,-87.608258712,"(41.812378587, -87.608258712)"
13208282,JG421422,09/02/2023 09:00:00 AM,017XX W THOME AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,2433,024,40,77,11,1163792,1941680,2023,09/14/2023 03:41:59 PM,41.995602717,-87.672844745,"(41.995602717, -87.672844745)"
13209277,JG422539,08/15/2022 09:00:00 AM,0000X W JACKSON BLVD,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,0113,001,4,32,06,,,2022,09/14/2023 03:43:09 PM,,,
13201378,JG413140,09/06/2023 07:45:00 AM,038XX N KEDVALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,1732,017,30,16,14,1148162,1925264,2023,09/14/2023 03:43:09 PM,41.950872498,-87.730764998,"(41.950872498, -87.730764998)"
13205614,JG418245,09/06/2023 01:00:00 AM,020XX W ST PAUL AVE,0810,THEFT,OVER $500,STREET,false,false,1434,014,32,24,06,1162536,1911590,2023,09/14/2023 03:43:09 PM,41.913060734,-87.678310956,"(41.913060734, -87.678310956)"
13202100,JG414064,09/06/2023 05:40:00 PM,0000X E ROOSEVELT RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0131,001,34,33,14,1176593,1895068,2023,09/14/2023 03:43:09 PM,41.867417305,-87.627168747,"(41.867417305, -87.627168747)"
13201160,JG412986,09/06/2023 01:30:00 AM,048XX W LAKE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA TRAIN,false,false,1532,015,28,25,17,1144147,1901839,2023,09/14/2023 03:43:09 PM,41.886668404,-87.746113681,"(41.886668404, -87.746113681)"
13208455,JG421283,09/02/2023 01:00:00 PM,033XX W BALMORAL AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1712,017,39,13,08B,1152981,1935682,2023,09/14/2023 03:41:59 PM,41.979365817,-87.712773161,"(41.979365817, -87.712773161)"
13202029,JG414184,09/06/2023 08:00:00 PM,008XX W 76TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0621,006,17,71,08B,1172154,1854464,2023,09/14/2023 03:43:09 PM,41.756094931,-87.644659401,"(41.756094931, -87.644659401)"
13201680,JG413579,09/06/2023 09:30:00 AM,049XX S ARCHER AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0821,008,14,57,08B,1150934,1871470,2023,09/14/2023 03:43:09 PM,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
13208575,JG420467,09/03/2023 12:45:00 PM,018XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1931,019,32,7,06,1163748,1915979,2023,09/14/2023 03:41:59 PM,41.925078949,-87.673734337,"(41.925078949, -87.673734337)"
13202320,JG414293,09/06/2023 10:10:00 PM,036XX W ARMITAGE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,2525,025,26,22,04A,1151973,1913049,2023,09/14/2023 03:43:09 PM,41.917279172,-87.717078645,"(41.917279172, -87.717078645)"
13201504,JG413456,09/06/2023 11:32:00 AM,105XX S EWING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0432,004,10,52,14,1202174,1835608,2023,09/14/2023 03:43:09 PM,41.703640622,-87.535285448,"(41.703640622, -87.535285448)"
13202169,JG413704,09/06/2023 01:24:00 PM,043XX S LA SALLE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,true,false,0215,002,20,37,04A,1176127,1876478,2023,09/14/2023 03:43:09 PM,41.81641543,-87.629438806,"(41.81641543, -87.629438806)"
13202309,JG414322,09/06/2023 11:31:00 PM,048XX W FOSTER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1621,016,39,12,15,1143328,1934145,2023,09/14/2023 03:43:09 PM,41.975334583,-87.748311799,"(41.975334583, -87.748311799)"
13202135,JG413936,09/06/2023 04:55:00 PM,033XX W CHICAGO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,1121,011,27,23,03,1153805,1905131,2023,09/14/2023 03:43:09 PM,41.89551514,-87.710559023,"(41.89551514, -87.710559023)"
13201304,JG413096,09/06/2023 07:10:00 AM,008XX W JUNIOR TER,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,true,1915,019,46,3,07,1169959,1928885,2023,09/14/2023 03:43:09 PM,41.960360168,-87.650534646,"(41.960360168, -87.650534646)"
13201811,JG413880,09/06/2023 04:12:00 PM,021XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1414,014,1,22,08B,1157345,1914452,2023,09/14/2023 03:43:09 PM,41.921021491,-87.69730355,"(41.921021491, -87.69730355)"
13201763,JG413588,09/06/2023 03:00:00 AM,003XX W 23RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0914,009,11,34,14,1174424,1889041,2023,09/14/2023 03:43:09 PM,41.85092747,-87.635311283,"(41.85092747, -87.635311283)"
13201775,JG413827,09/06/2023 01:00:00 PM,006XX W HUTCHINSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1915,019,46,3,14,1170953,1928526,2023,09/14/2023 03:43:09 PM,41.959353269,-87.646890819,"(41.959353269, -87.646890819)"
13202175,JG414199,09/06/2023 08:51:00 PM,055XX W CHICAGO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1524,015,37,25,15,1139250,1904792,2023,09/14/2023 03:43:09 PM,41.894862353,-87.764025029,"(41.894862353, -87.764025029)"
13202443,JG414467,09/06/2023 10:00:00 PM,002XX N PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1114,011,28,26,07,1149685,1901255,2023,09/14/2023 03:43:09 PM,41.884960051,-87.725791717,"(41.884960051, -87.725791717)"
13201154,JG412983,09/06/2023 01:26:00 AM,001XX E LA SALLE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,false,true,1814,018,43,7,26,1176813,1911874,2023,09/14/2023 03:43:09 PM,41.913528863,-87.6258524,"(41.913528863, -87.6258524)"
13203515,JG413801,09/06/2023 03:51:00 PM,082XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0424,004,7,46,14,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.745905086,-87.549141439,"(41.745905086, -87.549141439)"
13202240,JG414270,09/06/2023 07:40:00 PM,008XX N MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1833,018,2,8,07,1177330,1906499,2023,09/14/2023 03:43:09 PM,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
13202801,JG414907,09/06/2023 09:00:00 PM,005XX W 96TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2223,022,9,73,07,1174208,1841224,2023,09/14/2023 03:43:09 PM,41.719717269,-87.63752426,"(41.719717269, -87.63752426)"
13208139,JG421314,09/01/2023 12:00:00 AM,042XX S MICHIGAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,0213,002,3,38,11,1177862,1876957,2023,09/14/2023 03:41:59 PM,41.81769067,-87.623059961,"(41.81769067, -87.623059961)"
13202525,JG414587,09/06/2023 11:30:00 PM,015XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,1,24,06,1161452,1910354,2023,09/14/2023 03:43:09 PM,41.909691708,-87.682327785,"(41.909691708, -87.682327785)"
13201620,JG413479,09/06/2023 02:00:00 AM,0000X W 95TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,false,false,0511,005,9,49,03,1177494,1841973,2023,09/14/2023 03:43:09 PM,41.721699115,-87.625466085,"(41.721699115, -87.625466085)"
13202191,JG414164,09/06/2023 08:05:00 PM,013XX W 95TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,2222,022,21,73,15,1168922,1841756,2023,09/14/2023 03:43:09 PM,41.721292763,-87.656870051,"(41.721292763, -87.656870051)"
13203381,JG415587,09/06/2023 04:47:00 PM,047XX W WEST END AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1113,011,28,25,06,1144858,1900562,2023,09/14/2023 03:43:09 PM,41.883150785,-87.743534907,"(41.883150785, -87.743534907)"
13202224,JG414226,09/06/2023 08:10:00 PM,028XX W BELMONT AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,true,false,1733,017,33,21,04A,1156752,1921140,2023,09/14/2023 03:43:09 PM,41.939385902,-87.699300657,"(41.939385902, -87.699300657)"
13206126,JG418815,09/06/2023 08:00:00 PM,063XX S KEDZIE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SIDEWALK,false,false,0823,008,14,66,11,1156141,1862549,2023,09/14/2023 03:43:09 PM,41.77861818,-87.70312686,"(41.77861818, -87.70312686)"
13201402,JG413073,09/06/2023 06:43:00 AM,014XX S BLUE ISLAND AVE,0810,THEFT,OVER $500,GOVERNMENT BUILDING / PROPERTY,true,false,1233,012,28,28,06,1168519,1893359,2023,09/26/2023 03:44:16 PM,41.862906101,-87.656858884,"(41.862906101, -87.656858884)"
13202587,JG414707,09/06/2023 09:00:00 PM,028XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,VEHICLE NON-COMMERCIAL,false,false,0133,001,4,35,05,1178511,1886067,2023,10/09/2023 03:40:50 PM,41.842674466,-87.620401921,"(41.842674466, -87.620401921)"
13203072,JG415095,09/06/2023 10:30:00 PM,030XX N MOBILE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC GROUNDS,false,false,2511,025,30,19,26,1133880,1919540,2023,09/14/2023 03:43:09 PM,41.935428755,-87.783400598,"(41.935428755, -87.783400598)"
13201212,JG413022,09/06/2023 03:34:00 AM,050XX N LINCOLN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,BAR OR TAVERN,false,false,2031,020,40,4,05,1158737,1933560,2023,09/14/2023 03:43:09 PM,41.973426571,-87.691663417,"(41.973426571, -87.691663417)"
13202188,JG413993,09/06/2023 06:00:00 PM,052XX S PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,false,true,0815,008,23,62,08B,1150589,1869566,2023,09/14/2023 03:43:09 PM,41.79798376,-87.723298581,"(41.79798376, -87.723298581)"
13207185,JG420003,09/06/2023 08:40:00 AM,014XX S BLUE ISLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1232,012,28,28,06,1168627,1893531,2023,09/14/2023 03:43:09 PM,41.863375747,-87.656457451,"(41.863375747, -87.656457451)"
13204224,JG416613,09/06/2023 11:00:00 AM,073XX N WASHTENAW AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,false,false,2411,024,50,2,08B,1157092,1948758,2023,09/14/2023 03:43:09 PM,42.015164168,-87.697297389,"(42.015164168, -87.697297389)"
13201687,JG413567,09/06/2023 01:35:00 PM,055XX S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0225,002,20,68,08B,1176235,1868250,2023,09/14/2023 03:43:09 PM,41.793834595,-87.629289876,"(41.793834595, -87.629289876)"
13203850,JG416106,09/06/2023 02:00:00 AM,047XX S WINCHESTER AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0931,009,15,61,06,1164152,1873259,2023,09/14/2023 03:43:09 PM,41.807842901,-87.67345647,"(41.807842901, -87.67345647)"
13208369,JG410736,09/02/2023 11:00:00 PM,067XX S EAST END AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0332,003,5,43,07,1188697,1860555,2023,09/14/2023 03:41:59 PM,41.772429772,-87.583839095,"(41.772429772, -87.583839095)"
13201139,JG412965,09/06/2023 12:25:00 AM,038XX W 86TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0834,008,18,70,08B,1152402,1847268,2023,09/14/2023 03:43:09 PM,41.736758964,-87.71723564,"(41.736758964, -87.71723564)"
13201420,JG413261,09/06/2023 12:30:00 AM,003XX N PARKSIDE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1512,015,29,25,06,1138537,1901583,2023,09/14/2023 03:43:09 PM,41.886069404,-87.766721551,"(41.886069404, -87.766721551)"
13201760,JG413680,09/06/2023 02:28:00 PM,040XX W 16TH ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,false,false,1012,010,24,29,18,1149781,1891744,2023,09/14/2023 03:43:09 PM,41.858858907,-87.725686431,"(41.858858907, -87.725686431)"
13202271,JG414254,09/06/2023 09:50:00 PM,082XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0424,004,7,46,14,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.745905086,-87.549141439,"(41.745905086, -87.549141439)"
13202141,JG413832,09/06/2023 03:48:00 PM,025XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2211,022,19,72,08B,1161071,1836260,2023,09/14/2023 03:43:09 PM,41.706376496,-87.68577827,"(41.706376496, -87.68577827)"
13202485,JG413084,09/06/2023 06:50:00 AM,050XX S CALUMET AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,0224,002,3,38,05,1179285,1871736,2023,09/14/2023 03:43:09 PM,41.803331407,-87.617999436,"(41.803331407, -87.617999436)"
13203327,JG414454,09/06/2023 07:15:00 PM,021XX W GRACE ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1921,019,47,5,06,1161251,1925209,2023,09/14/2023 03:43:09 PM,41.950458972,-87.682652033,"(41.950458972, -87.682652033)"
13203730,JG415950,09/06/2023 02:30:00 PM,007XX W WILLOW ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,1813,018,43,7,08A,1171259,1911950,2023,09/14/2023 03:43:09 PM,41.913861315,-87.646254251,"(41.913861315, -87.646254251)"
13204206,JG416589,09/06/2023 08:30:00 AM,035XX W 73RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0831,008,17,66,11,1154079,1855974,2023,09/14/2023 03:43:09 PM,41.760616571,-87.710860822,"(41.760616571, -87.710860822)"
13201665,JG413486,09/06/2023 11:00:00 AM,064XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0314,003,5,42,08B,1187984,1862596,2023,09/14/2023 03:43:09 PM,41.778047465,-87.586387726,"(41.778047465, -87.586387726)"
13202789,JG414834,09/06/2023 02:30:00 PM,044XX S PRAIRIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,0215,002,3,38,05,1178781,1875697,2023,09/14/2023 03:43:09 PM,41.81421223,-87.619727208,"(41.81421223, -87.619727208)"
13201262,JG413041,09/06/2023 04:30:00 AM,014XX W FRY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1213,012,27,24,06,1166423,1905778,2023,09/14/2023 03:43:09 PM,41.897029874,-87.664197611,"(41.897029874, -87.664197611)"
13208500,JG420617,07/14/2023 12:00:00 AM,101XX S ESCANABA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),false,false,0431,004,10,51,11,1197129,1838203,2023,09/14/2023 03:41:59 PM,41.710888352,-87.553672774,"(41.710888352, -87.553672774)"
13208341,JG421496,06/23/2023 10:00:00 AM,039XX W GLADYS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),false,false,1132,011,28,26,07,1150159,1898064,2023,09/14/2023 03:41:59 PM,41.876194374,-87.724134277,"(41.876194374, -87.724134277)"
13208199,JG412266,09/03/2023 05:30:00 PM,040XX S WABASH AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,false,true,0213,002,3,38,04A,1177385,1878215,2023,09/14/2023 03:41:59 PM,41.821153535,-87.624771671,"(41.821153535, -87.624771671)"
13201946,JG413820,09/06/2023 04:16:00 PM,015XX S KILDARE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,1012,010,24,29,04A,1147978,1891862,2023,09/14/2023 03:43:09 PM,41.859217539,-87.732301669,"(41.859217539, -87.732301669)"
13202556,JG414631,09/06/2023 08:00:00 PM,018XX S MAY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1235,012,25,31,08A,1169090,1891221,2023,09/14/2023 03:43:09 PM,41.857026887,-87.654824838,"(41.857026887, -87.654824838)"
13201895,JG413855,09/06/2023 03:30:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0112,001,34,32,06,1176363,1900552,2023,09/14/2023 03:43:09 PM,41.882470918,-87.627847625,"(41.882470918, -87.627847625)"
13204495,JG416356,09/06/2023 07:15:00 AM,010XX W GRACE ST,0810,THEFT,OVER $500,STREET,false,false,1923,019,44,6,06,1168781,1925507,2023,09/14/2023 03:43:09 PM,41.951116487,-87.654963829,"(41.951116487, -87.654963829)"
